**ACTUATORS**
Actuator,Sizing:Zone,Zone Design Cooling Air Mass Flow Rate,ZONE 3,[kg/s]
Actuator,Sizing:Zone,Zone Design Heating Load,ZONE 3,[W]
Actuator,Sizing:Zone,Zone Design Cooling Load,ZONE 3,[W]
Actuator,Sizing:Zone,Zone Design Heating Vol Flow,ZONE 3,[m3/s]
Actuator,Sizing:Zone,Zone Design Cooling Vol Flow,ZONE 3,[m3/s]
Actuator,Sizing:Zone,Zone Design Heating Air Mass Flow Rate,ZONE 4,[kg/s]
Actuator,Sizing:Zone,Zone Design Cooling Air Mass Flow Rate,ZONE 4,[kg/s]
Actuator,Sizing:Zone,Zone Design Heating Load,ZONE 4,[W]
Actuator,Sizing:Zone,Zone Design Cooling Load,ZONE 4,[W]
Actuator,Sizing:Zone,Zone Design Heating Vol Flow,ZONE 4,[m3/s]
Actuator,Sizing:Zone,Zone Design Cooling Vol Flow,ZONE 4,[m3/s]
